eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude
1000242,ISC,1876096,1965,1,17,3,39,32.5,0.24,27.83,34.58,5.846,5.9,90,29,13,4.56,0.3
1000243,ISC,1876594,1965,1,28,23,10,46.799999,0.82,23.1,42.5,12.28,13.3,90,77,18,4.14,0.3
1000244,ISC,1876657,1965,1,29,23,39,2.5,0.26,27.6,34.91,5.552,6.3,90,25,17,4.56,0.3
1000245,ISC,1873397,1965,2,6,3,47,57.799999,0.4,27.04,35.41,8.053,9.9,90,71,13,4.7,0.3
1000246,ISC,1873954,1965,2,9,20,38,41.7,0.34,20.25,37.92,7.9,5.869,0,8,13,4.7,0.3
1000247,ISC,1873965,1965,2,9,23,32,56.399999,0.42,20.28,37.79,9.2,7.104,0,23,12,4.42,0.3
1000248,ISC,1874812,1965,2,20,22,47,8.599999,0.61,22.1,38.4,8.7,11.1,90,6,16,4.28,0.3
1000249,ISC-GEM,858256,1965,3,2,22,0,6.16,,28.226,38.399,5.2,3.8,24.6,10,5.3,5.81,0.2
1000250,ISC,1870829,1965,3,3,1,37,18.3,0.44,28.47,38.27,8.456,6.1,90,42,9.6,4.42,0.3
1000251,ISC,1871178,1965,3,8,23,2,55.899999,0.48,21,37.85,8.765,10.7,90,55,,4.14,0.3
1000252,ISC-GEM,858461,1965,3,9,17,57,56.609999,,23.86,39.197,4.4,3.7,39.2,15,4.6,6.1,0.3
1000253,ISC,1871215,1965,3,9,18,19,38.1,0.74,24.1,38.94,11.22,10.7,90,24,29,4.28,0.3
1000254,EHB,9209576,1965,3,9,18,37,52.729999,,23.935,39.232,84,63,31,6.3,,5.25,0.3
1000255,ISC,1871223,1965,3,9,18,52,1,1.4,24.3,38.9,36.28,26.6,90,75,50,4.01,0.3
1000256,ISC,1871225,1965,3,9,18,59,25,1.3,22.4,38.5,33.88,22.2,90,66,33,3.59,0.3
1000257,ISC,1871232,1965,3,9,19,46,58.7,0.4,23.86,39.12,6.719,8,90,19,,4.97,0.3
1000258,ISC,1871234,1965,3,9,20,14,31,2.3,23.3,38.5,28.67,30,90,0,,3.73,0.3
1000259,ISC,1871242,1965,3,9,21,20,4.5,0.23,23.87,39.19,4.046,4.2,90,7,14,4.42,0.3
1000260,ISC,1871247,1965,3,9,22,19,6.4,0.38,23.96,39.17,6.4,5.8,90,13,21,4.28,0.3
1000261,ISC,1871248,1965,3,9,22,23,57,2,22.6,36.2,51.1,33.14,0,33,,4.28,0.3
1000262,ISC,1871252,1965,3,9,22,35,15.3,0.23,23.84,39.26,4.731,5.7,90,18,12,4.7,0.3
1000263,ISC,1871254,1965,3,10,0,4,32.899999,0.69,23.76,39.19,8.433,9.4,90,0,,3.73,0.3
1000264,EHB,9209577,1965,3,10,1,36,8.07,,23.756,39.045,88,68,44,24.3,,5.11,0.3
1000265,ISC,1871302,1965,3,10,21,50,19.8,0.33,23.94,39.35,5.575,5.7,90,37,9.9,4.56,0.3
1000266,ISC,1871397,1965,3,13,4,8,40.6,0.25,23.97,39.11,4.392,4.3,90,11,11,4.7,0.3
1000267,EHB,9209588,1965,3,13,4,9,39.329999,,23.756,39.02,179,103,37,31.7,,5.25,0.3
1000268,ISC,1871417,1965,3,13,9,9,29.5,0.97,24.1,39.1,12.92,11.1,90,0,,3.73,0.3
1000269,ISC,1871423,1965,3,13,11,33,0.3,0.21,23.97,39.13,3.53,3.4,90,33,,4.56,0.3
1000270,ISC,1871438,1965,3,13,15,42,16.5,0.44,23.9,39.14,7.322,7.7,90,18,11,4.56,0.3
1000271,ISC,1871453,1965,3,14,6,4,49.299999,0.85,20.2,39.9,16.18,16.6,90,0,,4.28,0.3
1000272,ISC,1871551,1965,3,15,23,8,30.899999,0.59,24,39.16,8.607,9.1,90,33,,4.7,0.3
1000273,ISC,1871633,1965,3,17,14,5,1,2.9,28.1,38.1,50.66,40,90,33,,4.28,0.3
1000274,ISC,1871689,1965,3,19,4,35,45.399999,0.61,23.1,41.5,10.81,9.8,90,12,,4.01,0.3
1000275,ISC,1871728,1965,3,19,19,31,9.599999,0.65,22.9,41.5,24.4,12.47,0,0,,3.59,0.3
1000276,ISC,1871740,1965,3,19,23,37,31.899999,0.53,22.88,41.39,7.742,8.2,90,33,,4.14,0.3
1000277,ISC,1871827,1965,3,22,3,22,22.199999,0.21,23.84,39.13,4.9,3.615,0,1,7.7,4.42,0.3
1000278,ISC,1871898,1965,3,23,16,58,15.699999,0.27,22.5,36.6,22.28,11.1,90,141,12,4.28,0.3
1000279,EHB,9209640,1965,3,26,20,29,24.469999,,30.891,36.888,94,55,26,109.3,7,4.97,0.3
1000280,ISC-GEM,859094,1965,3,31,9,47,32.13,,22.405,38.365,4.3,3.4,23.1,75,4.8,6.8,0.3
1000281,ISC,1872472,1965,3,31,12,1,11.699999,0.33,22.23,38.47,10.3,7.391,0,78,7.5,4.42,0.3
1000282,ISC,1872506,1965,3,31,20,8,25.5,0.7,24.1,39.2,11.18,12.2,90,33,,4.42,0.3
1000283,ISC,1869187,1965,4,3,5,19,18,1.1,23.8,37.7,33.3,21.96,0,0,,4.14,0.3
1000284,ISC,1869223,1965,4,3,14,30,48.2,0.21,20.5,38.24,3.833,4.7,90,25,9.4,4.7,0.3
1000285,ISC,1869225,1965,4,3,15,1,14.9,0.85,20.3,37.4,22.05,17.8,90,67,27,3.73,0.3
1000286,ISC-GEM,857472,1965,4,5,3,12,54.67,,22.067,37.505,4.7,3.5,18.8,20,4.6,6.1,0.3
1000287,ISC,1869458,1965,4,7,4,16,39.6,0.6,22.3,37.1,14.17,17.8,90,36,23,4.28,0.3
1000288,ISC,1869463,1965,4,7,6,48,50.6,0.91,24.4,35,29.1,24.4,90,44,37,3.73,0.3
1000289,ISC,1869496,1965,4,7,23,33,46,3.2,27.7,38.1,65.51,45.5,90,33,,4.14,0.3
1000290,ISC,1869587,1965,4,9,21,8,30,3.2,26.5,36.8,68.8,42.66,0,33,,4.7,0.3
1000291,ISC-GEM,857618,1965,4,9,23,57,7.33,,24.318,35.047,5.3,4.2,34.5,65,6,6.2,0.3
1000292,ISC,1869606,1965,4,10,0,19,59.7,0.28,24.37,34.9,9,7.103,0,55,11,4.83,0.3
1000293,ISC,1869614,1965,4,10,3,35,9,2.2,26.2,36.2,34.93,41.1,90,33,,3.73,0.3
1000294,ISC,1870004,1965,4,17,19,16,11,1.5,22.3,38.2,36.6,18.32,0,0,,4.01,0.3
1000295,ISC,1870079,1965,4,19,6,46,33.7,0.24,28.36,34.56,7.675,5.7,90,33,10,4.42,0.3
1000296,ISC-GEM,858076,1965,4,27,14,9,11.189999,,23.425,35.626,5.8,4.6,33.3,60,20.9,6.1,0.3
1000297,ISC,1870578,1965,4,29,9,46,56.799999,0.27,26.89,37.14,7.2,4.6,0,8,20,4.7,0.3
1000298,ISC,1867621,1965,5,1,1,59,43.899999,0.29,26.91,37.18,6.7,5.1,0,0,,4.56,0.3
1000299,ISC,1867695,1965,5,2,22,33,25.399999,0.26,23.52,35.61,6.049,5.5,90,56,9.2,4.56,0.3
1000300,ISC,1867711,1965,5,3,7,16,15,2.8,21.6,36.9,76.6,46.16,0,0,,4.14,0.3
1000301,ISC,1867878,1965,5,7,14,42,21.699999,0.2,26.86,36.74,5.073,4.2,90,162,6,4.42,0.3
1000302,ISC,1868146,1965,5,13,21,9,16.699999,0.49,20.7,39.22,9.459,8.9,90,58,12,4.14,0.3
1000303,ISC,1868198,1965,5,15,13,34,36,1.1,21.9,37.4,42.2,22.93,0,0,,4.01,0.3
1000304,ISC,1868202,1965,5,15,14,41,42.799999,0.98,20.7,37.1,31.1,15.05,0,0,,3.87,0.3
1000305,EHB,9209849,1965,5,16,1,35,59.27,,27.827,35.29,120,83,48,55.4,,4.56,0.3
1000306,ISC,1868837,1965,5,29,1,47,48,0.23,22.64,35.13,6.355,4.8,90,56,9.1,4.28,0.3
1000307,ISC,1868842,1965,5,29,4,14,56.1,0.21,22.57,35.19,4.805,5.4,90,43,8.1,4.7,0.3
1000308,EHB,9209926,1965,6,3,18,31,53.46,,23.197,39.689,86,63,39,42.9,7.9,4.83,0.3
1000309,ISC,1866302,1965,6,6,15,46,38.6,0.48,23.4,35.47,12.66,8.2,90,53,18,4.01,0.3
1000310,ISC,1866461,1965,6,10,15,24,17.1,0.22,26.64,36.44,4.111,4.4,90,142,5.7,4.7,0.3
1000311,ISC-GEM,856108,1965,6,13,20,1,52.729999,,29.378,37.718,5.1,3.8,10.5,25,6.7,5.9,0.3
1000312,ISC,1866922,1965,6,17,0,19,28,2.2,28.8,37.6,52.2,40.45,0,33,,4.7,0.3
1000313,EHB,9209976,1965,6,17,2,58,26.859999,,29.353,37.739,92,68,27,40.9,8.3,4.7,0.3
1000314,ISC,1867092,1965,6,20,0,40,47.399999,,22.2,38.8,12.11,11.1,90,10,,4.42,0.3
1000315,ISC,1867328,1965,6,24,23,36,14.5,0.45,21.95,39.46,7.1,4.972,0,0,,4.01,0.3
1000316,EHB,9210029,1965,6,29,15,40,35.109999,,26.236,34.297,144,80,21,45.8,12.2,4.7,0.3
1000317,ISC-GEM,855169,1965,7,6,3,18,45.229999,,22.549,38.384,4.5,3.5,25.9,20,5.2,6.3,0.3
1000318,ISC,1865132,1965,7,6,13,34,14.8,0.27,25.64,34.73,6.7,6,90,61,9.4,4.42,0.3
1000319,ISC,1865276,1965,7,10,8,9,46.1,0.22,23.3,34.73,6.205,5,90,7,19,4.28,0.3
1000320,ISC,1865328,1965,7,12,9,51,48.7,0.44,29.35,37.62,7.208,7.4,90,50,11,4.56,0.3
1000321,ISC,1863742,1965,8,4,19,15,4.599999,0.61,26.5,35.3,10.87,11.1,90,52,20,4.28,0.3
1000322,ISC,1864202,1965,8,14,4,47,51.7,0.5,21.6,38.45,11.3,9.1,90,30,24,3.87,0.3
1000323,ISC-GEM,854868,1965,8,23,14,8,59.25,,26.206,40.459,4.5,3.7,29.5,15,5.2,5.96,0.35
1000324,EHB,9210260,1965,8,24,1,11,10.529999,,23.547,35.811,148,90,45,63.2,13.3,4.7,0.3
1000325,ISC,1864695,1965,8,24,23,57,35.399999,0.53,26.2,40.39,9.3,8.2,90,18,,4.01,0.3
1000326,EHB,9210265,1965,8,25,4,57,50.52,,25.072,34.735,102,66,40,31.5,14.6,4.83,0.3
1000327,ISC,1864937,1965,8,31,10,51,56.1,0.89,21,37.5,24.4,14.1,0,41,,4.28,0.3
1000328,ISC,1862761,1965,9,11,4,49,12.8,0.33,22.09,39.07,5.862,5.7,90,42,,4.14,0.3
1000329,ISC,1863126,1965,9,19,14,3,30.6,0.25,27.95,38.9,4.755,3.7,90,0,7.6,4.14,0.3
1000330,ISC,1861756,1965,10,12,18,33,45.799999,0.36,26.58,34.54,6.582,7.5,90,47,9.8,4.01,0.3
1000331,ISC,1861943,1965,10,18,14,32,48.299999,0.59,27.83,38.83,7.954,9.4,90,36,,3.73,0.3
1000332,ISC,1862279,1965,10,28,4,27,12.9,0.21,22.37,38.41,4.4,3.22,0,29,9.7,4.28,0.3
1000333,ISC,1862294,1965,10,28,14,39,28.5,0.68,19.3,41.67,14.92,8.8,90,28,15,4.28,0.3
1000334,EHB,9210518,1965,11,2,3,27,10.57,,25.274,39.511,76,60,30,18.1,,4.7,0.3
1000335,ISC,1860964,1965,11,20,19,58,10.9,0.95,22.4,39.6,16.25,13.3,90,105,18,3.73,0.3
1000336,ISC,1861208,1965,11,27,11,2,51.399999,0.46,29.25,35.52,7.952,8,90,37,11,4.42,0.3
1000337,ISC-GEM,852740,1965,11,28,5,26,7.91,,27.318,36.096,5.2,4.2,19.7,77.4,6.3,5.9,0.3
1000338,ISC,1859257,1965,12,2,6,45,55.299999,0.42,29.32,37.61,6.504,6.7,90,38,11,4.7,0.3
1000339,EHB,9210638,1965,12,4,16,40,1.08,,26.216,34.232,100,65,36,24.7,,5.11,0.3
1000340,ISC,1859638,1965,12,13,17,44,8.4,0.31,19.82,40.25,4.831,5.1,90,7,17,4.28,0.3
1000341,EHB,9210695,1965,12,20,0,8,14.07,,24.839,40.163,71,55,23,6.8,,5.25,0.3
1000342,ISC,1859844,1965,12,20,0,30,57.6,0.58,24.8,40.01,8.502,9,90,42,16,4.14,0.3
1000343,ISC,1860027,1965,12,25,12,15,33.1,0.7,25,39.84,11.08,10.4,90,41,17,4.42,0.3
1000344,ISC,1860036,1965,12,25,15,10,30,0.21,21.06,37.31,4.414,3.2,90,4,14,4.14,0.3
1000345,EHB,9210743,1966,1,2,23,12,18.679999,,23.118,37.663,101,68,10,3.9,,4.97,0.3
1000346,ISC,1857997,1966,1,11,2,54,53,3,26.2,35.4,33.3,21.71,0,0,,4.14,0.3
1000347,ISC,1858097,1966,1,13,1,44,14,4.7,28.5,38.3,13.07,13.3,90,22,43,4.28,0.3
1000348,ISC,1858140,1966,1,14,2,14,5,1.4,23.08,36.75,4.984,4.2,90,25,13,4.7,0.3
1000349,ISC,1858142,1966,1,14,2,37,42,2.1,23.4,36.8,26.66,21.1,90,0,,4.14,0.3
1000350,ISC,1858167,1966,1,14,18,39,31,1.4,27,34.72,5.7,4.011,0,22,11,4.7,0.3
1000351,EHB,9210771,1966,1,15,18,7,48.99,,23.064,36.745,104,77,44,43.7,9.4,4.7,0.3
1000352,EHB,9210776,1966,1,16,18,52,0.99,,26.083,33.169,71,57,56,16.9,10.4,4.83,0.3
1000353,EHB,9210777,1966,1,16,20,15,32.46,,25.788,35.651,78,66,41,54.8,8.7,4.56,0.3
1000354,ISC,1858325,1966,1,17,8,39,42.6,0.73,20.57,40.09,6.878,6.5,90,46,10,4.28,0.3
1000355,ISC,1858349,1966,1,17,20,4,58.6,0.55,22,38.12,6.1,4.28,0,62,6.1,4.28,0.3
1000356,ISC,1858406,1966,1,18,21,20,2.6,0.67,23.49,35.12,5.3,3.902,0,60,5.6,4.56,0.3
1000357,ISC,1858431,1966,1,19,7,26,52.299999,0.19,21.35,38.86,2.422,2.9,90,0,,4.83,0.3
1000358,ISC,1858470,1966,1,20,0,39,0.6,0.44,24.44,39.2,5.766,5.4,90,12,,4.28,0.3
1000359,EHB,9210795,1966,1,22,0,23,46.34,,29.981,37.622,93,72,40,34.1,,4.7,0.3
1000360,ISC,1858584,1966,1,22,5,1,38.1,0.64,21.6,39.08,9.478,7.9,90,0,,4.28,0.3
1000361,ISC,1858886,1966,1,26,13,30,28,0.53,21.47,38.94,4.752,4.7,90,46,6.8,4.28,0.3
1000362,ISC,1858948,1966,1,27,20,32,16,8.7,23.5,39.8,14.5,12.2,90,15,62,4.01,0.3
1000363,ISC,1859101,1966,1,30,3,2,0.1,0.69,21.8,38.94,6.386,6.7,90,87,8.7,3.73,0.3
1000364,ISC,1859115,1966,1,30,6,47,3,1,21.65,38.87,7.864,8.3,90,48,12,4.42,0.3
1000365,ISC,1859158,1966,1,31,4,30,57,0.92,21.9,39.05,8.62,8.2,90,51,12,4.42,0.3
1000366,ISC,1859180,1966,1,31,9,54,58,2,21.53,38.89,10,7.69,0,6,14,4.28,0.3
1000367,ISC,1856183,1966,2,2,23,51,36.6,0.58,21.34,38.84,6.66,6.2,90,0,,4.14,0.3
1000368,EHB,9210835,1966,2,4,8,38,4.86,,23.939,34.358,73,56,32,35.2,,4.7,0.3
1000369,ISC-GEM,849877,1966,2,5,2,1,46.969999,,21.777,39.093,3.7,3.4,34.7,10,5.6,6.2,0.3
1000370,ISC,1856312,1966,2,5,2,11,8,1.4,21.89,39.17,4.388,4.9,90,21,11,4.97,0.3
1000371,ISC,1856320,1966,2,5,2,56,15.599999,0.46,21.9,39.19,5.937,6.9,90,0,,4.14,0.3
1000372,EHB,9210841,1966,2,5,2,58,3.08,,21.888,39.069,67,50,33,52.2,6.3,5.25,0.3
1000373,ISC,1856432,1966,2,6,13,24,38.1,0.59,21.7,39.02,9.486,7.2,90,36,,4.14,0.3
1000374,EHB,9210853,1966,2,8,13,16,24.679999,,28.078,36.301,101,75,12,84,9.7,4.42,0.3
1000375,ISC,1856693,1966,2,10,13,21,45.899999,0.97,21.7,38.95,9.496,7.9,90,39,11,4.42,0.3
1000376,ISC,1856745,1966,2,11,6,49,37,1.1,21.45,39.15,3.877,3,90,24,10,4.28,0.3
1000377,ISC,1856800,1966,2,12,13,36,22.199999,0.79,21.43,38.84,7.002,7,90,46,10,4.42,0.3
1000378,ISC,1856905,1966,2,14,13,45,34,1.7,21,40.1,23.77,20,90,0,,4.14,0.3
1000379,EHB,9210888,1966,2,14,17,57,52.24,,27.045,34.97,83,57,29,43.5,8.7,4.97,0.3
1000380,ISC,1856923,1966,2,14,20,16,58,0.95,21.42,38.82,7.698,7.1,90,39,12,4.01,0.3
1000381,ISC,1857056,1966,2,17,7,37,45,2.8,21.6,39.03,10.35,8.9,90,25,23,4.14,0.3
1000382,ISC,1857063,1966,2,17,10,41,25.8,0.55,21.88,38.89,5.877,5.8,90,38,8.4,4.14,0.3
1000383,ISC,1857160,1966,2,19,10,22,27,2.3,21.65,39.04,5.429,4,90,8,15,4.28,0.3
1000384,ISC,1857330,1966,2,22,10,5,30,2.4,21.1,39.4,30.02,28.9,90,0,,5.94,0.3
1000385,ISC,1857463,1966,2,25,12,36,25,2.4,21.32,39.04,7.239,7.5,90,17,21,4.28,0.3
1000386,ISC,1854765,1966,3,8,18,51,47.5,0.71,21.42,38.87,5.442,5.7,90,44,9.9,4.42,0.3
1000387,ISC,1854767,1966,3,8,20,29,30,2.9,26.6,36.5,33.01,24.4,90,0,,4.14,0.3
1000388,EHB,9210986,1966,3,11,20,1,47.32,,24.27,34.444,57,39,29,29.8,8.1,5.11,0.3
1000389,ISC,1854924,1966,3,11,20,19,19.8,0.96,21.7,38.83,10.38,9,90,48,14,4.01,0.3
1000390,ISC,1855096,1966,3,13,19,35,55,1.2,21.6,38.7,12.99,13.3,90,65,15,3.87,0.3
1000391,ISC,1855135,1966,3,14,14,8,41.2,0.77,21.36,39.07,6.032,6.3,90,45,10,4.7,0.3
1000392,ISC,1855179,1966,3,15,10,46,11,1.1,21.4,38.8,19.03,11.1,90,0,,4.14,0.3
1000393,ISC,1855185,1966,3,15,12,18,37,3.4,21.2,38.95,11.22,6.5,90,27,34,4.14,0.3
1000394,ISC,1855765,1966,3,25,23,17,21.899999,0.64,29.29,38.96,5.35,4.8,90,43,7.4,4.28,0.3
1000395,ISC,1855801,1966,3,26,20,17,34.1,0.86,21.67,38.94,8.463,7.3,90,47,11,4.14,0.3
1000396,ISC,1855825,1966,3,27,1,49,14.199999,0.33,23.89,37.99,4.634,4.9,90,178,4,3.87,0.3
1000397,ISC,1855892,1966,3,28,4,4,46.299999,0.89,21.8,38.7,8.663,9.8,90,71,11,3.73,0.3
1000398,EHB,9211090,1966,4,1,13,15,7.049999,,21.51,38.787,91,69,27,44.3,7.9,4.56,0.3
1000399,EHB,9211094,1966,4,3,11,36,28.37,,21.527,38.899,62,52,32,41.5,6.3,4.83,0.3
1000400,ISC,1853027,1966,4,5,8,7,25,1.9,21.96,39.04,6.377,6.4,90,19,16,4.14,0.3
1000401,ISC,1853125,1966,4,7,0,40,32.6,0.92,26.7,36.8,9.777,12.2,90,26,,4.01,0.3
1000402,EHB,9211116,1966,4,7,3,25,46.59,,21.158,37.83,80,59,17,21.6,10.7,4.56,0.3
1000403,ISC,1853217,1966,4,8,13,46,51.899999,0.96,30.99,35.81,6.123,7.4,90,50,11,4.14,0.3
1000404,ISC,1853361,1966,4,11,6,43,46.399999,0.59,27.08,35.61,8.845,8.9,90,0,,4.28,0.3
1000405,ISC,1853428,1966,4,12,17,25,46,1.6,21.3,37.8,21.05,22.2,90,86,,3.59,0.3
1000406,EHB,9211150,1966,4,14,18,51,44.78,,23.841,34.55,91,77,18,8.6,,4.97,0.3
1000407,ISC,1853556,1966,4,14,19,5,16,1.1,24.1,34.5,17.38,13.3,90,0,,4.14,0.3
1000408,ISC,1853748,1966,4,18,8,37,8,1.4,21.4,39,8.284,5.4,90,1,9.9,4.14,0.3
1000409,ISC,1853758,1966,4,18,9,59,22.699999,0.85,21.51,38.82,7.526,7.1,90,39,11,4.28,0.3
1000410,ISC,1853798,1966,4,19,12,26,51,1.2,22,38,13.12,16.6,90,0,,4.01,0.3
1000411,ISC,1853880,1966,4,20,21,41,22.399999,0.66,21.65,36.81,7.2,5.2,0,54,6,4.28,0.3
1000412,ISC,1853896,1966,4,21,6,45,26.899999,0.84,25.69,34.49,6.3,2.9,0,51,5.9,5.11,0.3
1000413,ISC,1854036,1966,4,23,11,8,9.9,0.48,21.32,39.01,3.971,3.9,90,38,6.3,4.28,0.3
1000414,ISC,1854269,1966,4,28,11,47,33.899999,0.55,21.28,38.89,4.577,5.7,90,53,7.8,4.28,0.3
1000415,EHB,9211232,1966,5,4,6,37,0.68,,21.485,38.897,73,54,20,30.6,7.4,4.97,0.3
1000416,ISC,1851159,1966,5,4,7,38,55,1.9,21.5,38.93,4.753,3.8,90,15,13,4.14,0.3
1000417,EHB,9211236,1966,5,4,21,49,4.32,,27.717,37.733,70,56,28,42.3,7.8,4.83,0.3
1000418,EHB,9211255,1966,5,7,13,8,22.91,,27.754,37.79,61,49,37,44.2,6.9,5.11,0.3
1000419,ISC,1851430,1966,5,8,3,48,50.799999,0.96,21.5,38.89,10.37,10.4,90,83,12,3.87,0.3
1000420,ISC-GEM,847303,1966,5,9,0,42,57.829999,,26.455,34.425,5.1,4,33.8,25,3.8,6,0.3
1000421,EHB,9211261,1966,5,9,3,51,11.57,,30.995,37.11,66,50,31,126.4,5.8,4.83,0.3
1000422,EHB,9211262,1966,5,9,6,8,32.27,,26.457,34.455,83,56,26,43.4,8.3,4.7,0.3
1000423,EHB,9211267,1966,5,10,2,47,50.859999,,26.47,34.477,137,97,28,60.8,13.6,4.28,0.3
1000424,ISC,1851605,1966,5,11,1,22,51.899999,0.98,26.36,34.39,6.3,5,0,50,11,4.56,0.3
1000425,ISC,1851621,1966,5,11,10,21,41.799999,0.87,26.4,34.3,11.92,14.4,90,6,,4.56,0.3
1000426,EHB,9211273,1966,5,11,15,6,4.809999,,26.424,34.412,68,48,52,40.5,6.1,4.83,0.3
1000427,ISC,1851678,1966,5,12,11,1,28,2.9,21.5,37.4,33.3,11.46,0,69,9.1,3.87,0.3
1000428,ISC,1851703,1966,5,12,20,31,2.5,0.76,25.82,38.56,4.864,5.4,90,33,9.1,4.56,0.3
1000429,ISC,1851729,1966,5,13,13,5,34.5,0.83,26.5,34.5,11.89,13.3,90,21,,4.56,0.3
1000430,EHB,9211277,1966,5,13,13,11,51.56,,26.492,34.577,106,74,39,22,8.2,4.56,0.3
1000431,ISC,1851818,1966,5,14,23,0,44.7,0.89,22.02,37,12.2,8.418,0,40,,4.56,0.3
1000432,ISC,1851841,1966,5,15,8,29,36.7,0.7,21.22,38.99,6.816,6.4,90,51,11,4.01,0.3
1000433,EHB,9211283,1966,5,15,10,11,11.14,,27.115,35.222,109,80,35,50.7,12.3,4.42,0.3
1000434,EHB,9211289,1966,5,16,17,30,57.63,,26.435,34.486,88,68,35,36.4,9.2,4.56,0.3
1000435,ISC,1852099,1966,5,20,9,19,10.4,0.83,26.46,34.34,6.416,7,90,50,9.9,3.59,0.3
1000436,ISC,1852182,1966,5,21,22,14,22.199999,0.73,23.06,37.79,7.808,9.7,90,105,11,4.28,0.3
1000437,ISC,1852212,1966,5,22,7,37,29,1.9,27.92,38.7,5,5.8,90,23,17,4.28,0.3
1000438,ISC,1852230,1966,5,22,11,15,44.2,0.55,21.22,38.98,6.382,6.8,90,20,,3.73,0.3
1000439,ISC,1852329,1966,5,23,22,0,33.899999,0.71,25.77,34.2,12.2,7.253,0,33,,3.87,0.3
1000440,EHB,9211323,1966,5,24,9,39,28.07,,21.89,37.314,73,57,34,32.6,7.7,4.83,0.3
1000441,EHB,9211324,1966,5,24,11,9,27.589999,,22.005,37.376,90,66,30,48.2,8.4,4.83,0.3
1000442,ISC,1852376,1966,5,24,14,46,11.199999,0.85,26.44,34.3,8.1,6.51,0,45,8.4,4.28,0.3
1000443,EHB,9211326,1966,5,24,17,43,35.32,,24.635,34.878,141,96,24,56.8,14.5,4.83,0.3
1000444,ISC,1852397,1966,5,25,1,4,4.5,0.68,24.47,34.88,8.835,7.9,90,0,,4.97,0.3
1000445,ISC,1852412,1966,5,25,9,6,57,1.4,19.82,40.32,4.483,4.8,90,21,11,4.56,0.3
1000446,ISC,1852473,1966,5,26,6,32,22,0.91,21.4,38.7,10.4,12.2,90,38,15,4.14,0.3
1000447,ISC,1852485,1966,5,26,10,34,28,3.1,24.1,34,39.6,40,90,33,,5.25,0.3
1000448,ISC,1849159,1966,6,2,22,51,28,3,27.23,38.5,7.036,8,90,30,27,4.42,0.3
1000449,EHB,9211360,1966,6,4,6,16,58.539999,,20.965,36.614,61,45,34,75.5,5,4.97,0.3
1000450,ISC,1849311,1966,6,5,9,14,6.799999,0.68,29.34,39.07,4.138,5.3,90,36,7.7,4.28,0.3
1000451,ISC,1849343,1966,6,5,20,52,2.5,0.82,21.94,37.24,5.39,5.8,90,35,8.4,4.42,0.3
1000452,ISC,1849346,1966,6,5,20,54,4,1.6,21.7,37.3,19.43,15.5,90,59,18,4.56,0.3
1000453,ISC,1849411,1966,6,6,19,38,42,1.5,22.3,38,31.1,13.12,0,99,14,3.73,0.3
1000454,EHB,9211404,1966,6,11,10,21,57.119999,,21.456,38.859,71,57,48,40.9,7.1,4.56,0.3
1000455,EHB,9211407,1966,6,11,12,5,5.33,,21.114,37.402,95,76,41,54,8.6,4.7,0.3
1000456,EHB,9211471,1966,6,19,17,55,30.879999,,27.339,38.544,96,74,39,5.8,10.1,4.56,0.3
1000457,ISC,1850518,1966,6,24,16,35,14.5,0.93,23.1,34.92,9.101,8.7,90,0,,4.28,0.3
1000458,EHB,9211497,1966,6,24,22,34,28.67,,21.539,38.732,72,57,39,40.5,7.6,4.7,0.3
1000459,ISC,1850856,1966,6,29,0,49,35,1.4,20.47,41.29,5.17,4.3,90,16,12,4.14,0.3
1000460,ISC,1850980,1966,6,30,19,21,29,2.5,20.85,41.18,7.684,7.1,90,19,24,4.42,0.3
1000461,ISC,1847528,1966,7,3,15,59,33,4.7,23.1,40.3,43.17,51.1,90,0,,3.87,0.3
1000462,ISC,1847719,1966,7,6,10,30,34,1.9,20,37.9,21.02,25.5,90,26,,4.01,0.3
1000463,ISC,1847835,1966,7,9,3,28,19.699999,0.46,21.95,37.9,5.689,6.9,90,8,,4.14,0.3
1000464,ISC,1847861,1966,7,9,11,14,15.099999,0.89,21.8,37.43,8.02,10,90,52,11,4.14,0.3
1000465,EHB,9211569,1966,7,12,2,56,26.589999,,22.553,35.527,71,50,27,23.5,9.2,4.97,0.3
1000466,ISC,1848002,1966,7,12,3,14,14.5,0.45,22.37,35.41,5.7,3.8,0,44,,4.14,0.3
1000467,ISC,1848095,1966,7,13,23,15,11.599999,0.56,22.69,38.1,15.5,5.068,0,0,,4.14,0.3
1000468,ISC,1848203,1966,7,15,23,50,12.099999,0.63,21.65,38.9,5.012,4.8,90,34,8.5,4.28,0.3
1000469,ISC,1848340,1966,7,19,2,33,23,9.7,27,38.4,19.14,18.9,90,25,104,4.14,0.3
1000470,EHB,9211612,1966,7,20,10,16,5.5,,21.358,38.811,92,80,42,8.3,12.7,4.14,0.3
1000471,ISC,1848615,1966,7,24,1,27,39,2.3,21.94,38.98,7.937,8.1,90,15,20,4.28,0.3
1000472,ISC,1848979,1966,7,31,4,22,17,2.2,22.3,35.7,22.54,27.8,90,71,,5.11,0.3
1000473,ISC,1848997,1966,7,31,11,3,21,3.3,21.2,41.2,19.21,11.1,90,31,28,4.01,0.3
